ID_Consumidor,Genero,Idoso,Parceiro,Dependentes,Nro_Meses_Cliente_na_Empresa,Servico_Telefone,Muitas_Linhas_Telefone,Servico_Internet,Seguranca_OnLine,Backup_OnLine,Dispositivo_Protecao,Suporte_Tecnico,Streaming_TV,Streaming_Filmes,Contrato,Faturamento_Sem_Papel,Metodo_Pagamento,Valor_Mensal,Valor_Total,Rotatividade
1428-GTBJJ,M,0,N,N,11,S,N,Fibra_otica,N,S,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,74.55,824.75,S
2931-XIQBR,F,0,S,S,50,S,N,Fibra_otica,N,N,S,S,S,S,Anual,N,Cheque_Fisico,103.05,5153.5,N
0106-UGRDO,F,0,S,N,69,S,S,Fibra_otica,S,S,S,S,S,S,Bi-Anual,S,Cheque_Eletronico ,116.0,8182.85,N
5542-TBBWB,M,0,N,N,1,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,69.9,69.9,N
1930-QPBVZ,M,0,S,S,68,S,N,Fibra_otica,S,S,N,S,N,S,Bi-Anual,N,Transferencia_bancaria,95.1,6683.4,N
2606-PKWJB,M,0,N,S,40,N,Sem_Telefone,DSL,S,S,N,S,N,N,Anual,N,Cheque_Fisico,40.25,1564.05,N
5322-ZSMZY,M,0,S,S,31,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,25.75,755.6,N
8059-UDZFY,F,1,N,S,33,S,S,Fibra_otica,N,S,S,N,S,S,Mes-a-mes,S,Transferencia_bancaria,105.35,3465.05,N
7740-BTPUX,M,1,S,N,55,S,S,Fibra_otica,N,S,S,S,S,S,Bi-Anual,S,Cheque_Eletronico ,113.6,6292.7,N
5220-AGAAX,M,0,S,S,68,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,S,Transferencia_bancaria,24.0,1664.3,N
0208-BPQEJ,F,0,S,S,12,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Transferencia_bancaria,19.4,198.1,N
9435-JMLSX,M,0,S,N,71,S,N,DSL,S,S,S,S,S,S,Bi-Anual,S,Transferencia_bancaria,86.1,6045.9,N
3352-ALMCK,M,0,N,N,40,S,S,Fibra_otica,N,S,S,N,S,S,Mes-a-mes,S,Cheque_Fisico,102.65,4108.15,N
5312-IRCFR,F,0,S,S,64,S,S,Fibra_otica,N,S,S,N,N,S,Anual,S,Cheque_Eletronico ,92.85,5980.75,N
5294-IMHHT,M,0,S,N,53,S,S,Fibra_otica,N,S,N,S,N,S,Anual,N,Transferencia_bancaria,97.75,5043.2,N
8802-UNOJF,M,1,N,N,12,S,N,Fibra_otica,N,S,S,S,N,N,Mes-a-mes,S,Cheque_Fisico,83.8,1029.75,S
6313-GIDIT,M,1,N,N,53,N,Sem_Telefone,DSL,N,S,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,54.45,2854.55,S
6176-YJWAS,M,0,S,N,72,S,S,Fibra_otica,S,S,S,N,S,N,Bi-Anual,S,Cartao_Credito,97.95,7114.25,N
5310-NOOVA,M,0,N,N,46,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Eletronico ,19.95,907.05,N
4526-EXKKN,M,0,N,N,40,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,S,Cheque_Fisico,24.6,973.95,N
5311-IHLEI,M,0,N,N,12,N,Sem_Telefone,DSL,S,S,N,S,S,N,Mes-a-mes,S,Transferencia_bancaria,50.95,605.75,N
3987-KQDDU,M,0,N,N,9,S,N,Fibra_otica,S,N,N,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,75.6,661.55,N
3404-JNXAX,F,0,S,S,51,S,S,Fibra_otica,N,N,N,S,N,N,Mes-a-mes,S,Cheque_Eletronico ,80.75,4116.9,N
5131-PONJI,M,0,S,S,49,S,N,Fibra_otica,N,S,S,N,S,N,Mes-a-mes,S,Cartao_Credito,90.4,4494.65,N
2845-AFFTX,M,1,S,N,41,S,S,Fibra_otica,N,N,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,99.8,4259.3,S
3489-VSFRD,F,0,N,N,56,S,N,DSL,S,N,S,S,N,N,Anual,S,Cartao_Credito,60.25,3282.75,N
3345-JHUEO,M,0,N,N,4,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,S,Cheque_Eletronico ,20.2,55.7,N
5815-HGGHV,M,0,S,N,20,S,N,DSL,S,N,N,S,N,S,Anual,S,Cheque_Fisico,64.15,1274.45,N
5260-UMPWX,F,0,S,S,26,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,S,Cartao_Credito,20.25,493.95,N
2249-YPRNG,F,0,S,S,20,S,S,Fibra_otica,N,S,S,N,S,S,Mes-a-mes,S,Transferencia_bancaria,105.85,2239.65,S
7410-YTJIK,F,0,N,N,7,S,S,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Fisico,75.45,480.75,S
4626-GYCZP,M,0,N,N,7,S,S,Fibra_otica,N,N,N,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,93.85,635.6,S
5649-RXQTV,M,0,N,N,51,S,N,Fibra_otica,N,S,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,99.0,5038.15,N
2674-MIAHT,F,0,N,N,4,S,S,Fibra_otica,N,S,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,80.3,324.2,N
2576-HXMPA,F,0,N,N,1,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cartao_Credito,19.55,19.55,N
7587-AOVVU,M,0,S,S,27,S,S,Fibra_otica,S,S,N,S,S,N,Mes-a-mes,N,Cheque_Eletronico ,100.75,2793.55,N
5590-BYNII,M,0,N,N,22,S,S,Fibra_otica,S,N,N,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,100.75,2095.0,S
6898-MDLZW,M,0,N,N,12,S,N,DSL,N,S,N,S,N,N,Mes-a-mes,S,Cheque_Fisico,53.75,648.65,N
3237-AJGEH,F,0,S,S,3,N,Sem_Telefone,DSL,N,N,N,S,N,N,Mes-a-mes,S,Cheque_Fisico,31.0,95.05,S
4707-YNOQA,F,0,S,S,34,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,S,Cartao_Credito,25.6,917.15,N
9357-UJRUN,M,0,S,N,24,S,S,DSL,S,N,N,S,N,N,Anual,S,Cheque_Eletronico ,58.35,1346.9,N
1591-NFNLQ,M,0,N,N,51,S,S,Fibra_otica,N,N,S,N,N,N,Mes-a-mes,N,Cartao_Credito,80.0,4242.35,S
8648-PFRMP,F,1,N,N,14,N,Sem_Telefone,DSL,N,N,N,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,46.35,672.7,N
7663-CUXZB,M,0,S,N,59,S,S,Fibra_otica,S,S,S,S,S,S,Bi-Anual,N,Cheque_Eletronico ,113.75,6561.25,N
0258-NOKBL,M,0,N,N,3,S,N,Fibra_otica,N,S,S,N,N,S,Mes-a-mes,N,Cheque_Eletronico ,90.4,268.45,N
1163-VIPRI,F,0,S,S,65,S,S,Fibra_otica,S,N,S,S,S,S,Bi-Anual,N,Cheque_Eletronico ,109.3,7337.55,N
2815-CPTUL,M,1,N,N,5,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,70.25,331.9,S
9348-ROUAI,F,0,S,S,59,S,S,DSL,S,S,S,S,S,S,Bi-Anual,N,Cartao_Credito,90.3,5194.05,N
9443-JUBUO,M,0,S,S,72,N,Sem_Telefone,DSL,S,S,S,S,S,S,Bi-Anual,S,Cartao_Credito,65.25,4478.85,N
0596-BQCEQ,F,0,S,S,62,S,N,Fibra_otica,N,S,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,100.15,6283.3,S
1481-ZUWZA,M,0,N,N,28,S,S,Fibra_otica,S,S,N,N,N,S,Mes-a-mes,S,Cartao_Credito,94.5,2659.4,S
3043-TYBNO,M,0,N,N,3,S,N,DSL,N,N,N,S,N,S,Mes-a-mes,N,Cheque_Fisico,60.65,196.9,N
4830-FAXFM,M,0,N,S,19,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,S,Cartao_Credito,24.1,439.2,N
5906-BFOZT,M,0,N,N,1,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,S,Cheque_Fisico,19.5,19.5,N
2960-NKRSO,M,0,N,N,24,S,N,Fibra_otica,N,S,S,S,N,N,Mes-a-mes,S,Cheque_Eletronico ,85.95,2107.15,N
8996-ZROXE,M,1,N,N,57,S,N,DSL,N,N,S,S,N,N,Anual,S,Cheque_Eletronico ,53.5,3035.8,N
5598-IKHQQ,F,0,N,N,72,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cartao_Credito,25.45,1866.45,N
0397-ZXWQF,M,0,N,N,67,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Transferencia_bancaria,20.5,1430.95,N
5266-PFRQK,M,0,S,S,52,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,S,Cartao_Credito,20.85,1071.6,N
4674-HGNUA,M,0,S,S,71,S,S,DSL,S,S,S,S,S,S,Bi-Anual,N,Cartao_Credito,89.9,6457.15,N
6765-MBQNU,F,0,S,N,26,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Cheque_Fisico,26.0,684.05,N
9786-IJYDL,F,0,N,N,35,S,S,Fibra_otica,S,S,S,S,S,S,Bi-Anual,S,Cheque_Fisico,113.2,3914.05,N
1303-SRDOK,F,0,S,S,55,S,N,Fibra_otica,N,N,N,N,N,N,Bi-Anual,S,Cartao_Credito,69.05,3842.6,N
3769-MHZNV,F,0,S,S,33,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,20.1,670.35,N
6295-OSINB,M,0,S,N,72,S,S,Fibra_otica,S,S,S,N,S,S,Bi-Anual,S,Cheque_Eletronico ,109.65,7880.25,N
3308-MHOOC,M,0,N,S,1,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,S,Cheque_Fisico,19.2,19.2,N
2309-OSFEU,M,0,N,N,10,N,Sem_Telefone,DSL,N,N,N,N,N,S,Mes-a-mes,S,Cheque_Fisico,33.9,298.45,S
2207-QPJED,F,1,S,N,37,S,N,Fibra_otica,N,N,S,S,S,N,Mes-a-mes,N,Cheque_Eletronico ,90.0,3371.75,N
4177-JPDFU,M,0,N,N,12,N,Sem_Telefone,DSL,N,S,N,S,N,N,Mes-a-mes,N,Cheque_Fisico,34.0,442.45,N
2239-CFOUJ,M,0,S,S,1,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Cheque_Fisico,20.4,20.4,N
8046-DNVTL,M,0,S,N,62,N,Sem_Telefone,DSL,S,S,N,S,N,N,Bi-Anual,S,Cartao_Credito,38.6,2345.55,N
2209-XADXF,F,0,N,N,1,N,Sem_Telefone,DSL,N,N,N,N,N,N,Mes-a-mes,N,Transferencia_bancaria,25.25,25.25,N
6620-JDYNW,F,0,N,N,18,S,S,DSL,S,N,S,N,N,N,Mes-a-mes,S,Cheque_Fisico,60.6,1156.35,N
1891-FZYSA,M,1,S,N,69,S,S,Fibra_otica,N,S,N,N,S,N,Mes-a-mes,S,Cheque_Eletronico ,89.95,6143.15,S
4770-UEZOX,M,0,N,N,2,S,N,Fibra_otica,N,S,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,74.75,144.8,N
1038-RQOST,M,0,S,S,19,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Fisico,20.6,414.95,N
7613-LLQFO,M,0,N,N,12,S,S,Fibra_otica,N,N,N,N,S,N,Mes-a-mes,S,Cheque_Eletronico ,84.45,1059.55,S
4568-TTZRT,M,0,N,N,9,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Fisico,20.4,181.8,N
9513-DXHDA,M,0,N,N,27,S,N,DSL,S,N,S,S,S,S,Anual,N,Cheque_Eletronico ,81.7,2212.55,N
2640-PMGFL,M,0,N,S,27,S,S,Fibra_otica,N,N,N,S,N,N,Mes-a-mes,S,Cheque_Eletronico ,79.5,2180.55,S
3801-HMYNL,M,0,S,S,1,S,N,Fibra_otica,N,N,N,N,S,S,Mes-a-mes,N,Cheque_Fisico,89.15,89.15,S
0516-QREYC,F,1,N,N,24,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,S,Cheque_Fisico,20.3,459.95,N
9685-WKZGT,M,1,N,N,14,S,S,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,74.95,1036.75,S
6022-UGGSO,F,1,N,N,32,S,N,Fibra_otica,N,S,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,74.4,2276.95,S
8084-OIVBS,F,0,N,N,11,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Cheque_Fisico,20.0,211.95,N
8896-BQTTI,M,0,N,N,1,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,S,Cheque_Fisico,25.0,25.0,N
3865-QBWSJ,M,1,N,S,38,S,S,Fibra_otica,S,N,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,80.45,3162.65,N
3352-RICWQ,F,0,S,S,9,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,19.75,210.65,N
2160-GPFXD,M,0,S,S,54,S,S,DSL,S,S,N,S,N,N,Bi-Anual,S,Cartao_Credito,65.65,3566.7,N
2065-MMKGR,F,0,N,N,29,S,S,DSL,N,N,N,N,S,S,Anual,S,Cartao_Credito,71.0,2080.1,N
5857-TYBCJ,M,1,S,N,44,S,S,Fibra_otica,N,N,S,N,S,N,Mes-a-mes,S,Cheque_Eletronico ,89.2,4040.2,N
1498-NHTLT,M,0,S,S,59,S,N,DSL,S,S,S,S,S,S,Bi-Anual,S,Cheque_Eletronico ,86.75,5186.0,N
4484-CGXFK,F,0,N,N,3,S,N,DSL,N,N,N,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,55.3,196.15,S
1402-PTHGN,F,0,S,S,18,S,N,DSL,S,S,N,S,N,N,Anual,S,Cheque_Fisico,61.5,1087.45,N
4176-RELJR,M,1,N,N,67,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cartao_Credito,25.1,1672.15,N
6214-EDAKZ,F,0,S,S,22,S,N,DSL,N,S,N,S,N,N,Mes-a-mes,N,Cheque_Eletronico ,55.15,1206.05,S
5199-FPUSP,M,0,N,S,33,N,Sem_Telefone,DSL,S,N,N,S,N,N,Anual,N,Cartao_Credito,34.05,1113.95,N
6377-KSLXC,M,0,N,N,5,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Fisico,19.95,107.05,N
1796-JANOW,F,0,N,N,2,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Fisico,19.95,38.15,N
0238-WHBIQ,M,0,S,S,72,S,S,DSL,S,S,S,S,S,S,Bi-Anual,N,Cartao_Credito,89.7,6339.3,N
8735-NBLWT,M,0,N,S,9,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Fisico,20.4,184.1,N
6651-RLGGM,M,0,S,S,67,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cheque_Fisico,26.3,1688.9,N
6127-ISGTU,F,0,S,N,16,S,S,Fibra_otica,N,N,N,N,S,N,Mes-a-mes,S,Cheque_Eletronico ,84.95,1378.25,S
1614-JBEBI,F,0,N,N,8,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,S,Cheque_Fisico,20.7,137.6,N
8740-XLHDR,M,0,N,N,5,N,Sem_Telefone,DSL,S,S,S,S,N,N,Mes-a-mes,S,Cheque_Fisico,43.25,219.0,S
1208-DNHLN,M,0,S,S,23,S,S,DSL,N,N,N,N,N,N,Anual,S,Cartao_Credito,48.35,1067.15,S
1761-AEZZR,M,0,N,N,1,S,N,Fibra_otica,N,N,N,N,S,N,Mes-a-mes,S,Cheque_Eletronico ,79.55,79.55,S
3923-CSIHK,F,1,S,N,50,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,71.05,3444.85,S
5696-EXCYS,M,0,N,N,17,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,N,Cartao_Credito,19.45,369.05,N
5795-KTGUD,F,0,S,N,68,S,S,Fibra_otica,S,S,S,N,S,S,Bi-Anual,S,Transferencia_bancaria,110.8,7553.6,N
7120-RFMVS,M,0,N,N,1,S,S,Fibra_otica,N,N,N,N,S,N,Mes-a-mes,N,Cheque_Eletronico ,84.5,84.5,S
7924-GJZFI,F,1,S,N,25,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,69.3,1813.1,N
4702-HDRKD,M,0,N,N,67,N,Sem_Telefone,DSL,S,N,S,S,S,N,Anual,S,Transferencia_bancaria,49.35,3321.35,N
8512-WIWYV,M,0,N,N,32,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Cartao_Credito,20.35,707.5,N
5897-ZYEKH,F,1,S,N,67,S,S,Fibra_otica,S,S,N,N,S,S,Anual,S,Cheque_Eletronico ,105.6,7112.15,N
5456-ITGIC,M,1,S,N,72,N,Sem_Telefone,DSL,S,S,S,S,S,S,Bi-Anual,S,Cartao_Credito,64.45,4641.1,N
7317-GGVPB,M,0,S,N,71,S,S,Fibra_otica,N,S,S,S,S,S,Bi-Anual,S,Cartao_Credito,108.6,7690.9,S
1406-PUQVY,M,0,N,S,1,S,N,DSL,N,S,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,49.9,49.9,N
1322-AGOQM,M,0,N,N,46,N,Sem_Telefone,DSL,N,S,N,N,N,N,Mes-a-mes,N,Transferencia_bancaria,30.3,1380.1,S
3677-IYRBF,F,1,N,N,2,N,Sem_Telefone,DSL,N,N,S,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,30.4,78.65,S
5692-FPTAH,F,0,N,N,1,S,N,DSL,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,45.4,45.4,S
9114-AAFQH,F,0,S,N,48,S,N,DSL,N,S,S,N,N,S,Anual,S,Cheque_Eletronico ,65.65,3094.65,N
8715-KKTFG,F,0,S,N,61,S,S,Fibra_otica,N,N,S,S,S,S,Anual,S,Transferencia_bancaria,103.3,6518.35,N
1550-LOAHA,F,0,S,N,32,S,N,Fibra_otica,N,S,N,N,N,S,Mes-a-mes,N,Transferencia_bancaria,84.15,2585.95,S
1728-BQDMA,F,0,N,N,2,S,N,DSL,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,44.45,82.7,N
0268-QKIWO,F,0,N,N,3,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,N,Cheque_Eletronico ,19.75,58.85,S
0876-WDUUZ,F,0,N,N,5,S,N,Fibra_otica,N,N,N,S,N,S,Mes-a-mes,S,Cartao_Credito,85.4,425.9,S
5117-ZSMHQ,F,0,S,S,71,S,S,DSL,S,S,S,S,S,S,Bi-Anual,N,Transferencia_bancaria,89.9,6342.7,N
5151-HQRDG,M,0,S,N,37,S,S,DSL,S,N,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,55.05,2030.75,N
0960-HUWBM,M,0,S,S,65,S,S,Fibra_otica,N,N,S,S,S,S,Bi-Anual,S,Transferencia_bancaria,104.1,6700.05,N
6465-GSRCL,F,0,N,S,67,S,S,Fibra_otica,N,S,N,S,S,S,Anual,S,Transferencia_bancaria,106.6,7244.7,N
0617-FHSGK,M,0,N,S,49,S,S,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,N,Cartao_Credito,75.2,3678.3,S
0263-FJTQO,M,0,S,S,50,S,S,DSL,S,N,N,S,S,N,Bi-Anual,S,Cartao_Credito,70.5,3486.65,N
7319-ZNRTR,M,0,S,S,25,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Cheque_Eletronico ,19.6,411.15,N
2858-MOFSQ,F,0,N,S,17,S,S,DSL,N,N,S,N,N,N,Anual,S,Cheque_Fisico,55.85,937.5,S
7503-EPSZW,F,0,S,S,64,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Bi-Anual,S,Cheque_Fisico,24.05,1559.15,N
7089-XXAYG,M,0,S,N,25,N,Sem_Telefone,DSL,N,N,S,N,S,N,Anual,S,Cartao_Credito,38.1,970.4,N
8118-LSUEL,M,1,N,N,23,S,S,Fibra_otica,N,S,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,106.4,2483.5,S
8070-AAWZP,M,1,S,N,24,N,Sem_Telefone,DSL,N,N,S,S,N,N,Mes-a-mes,N,Cheque_Fisico,34.25,828.2,N
1666-JXLKU,F,0,N,N,37,S,S,Fibra_otica,N,N,S,N,S,S,Mes-a-mes,S,Cheque_Eletronico ,100.05,3810.55,N
7855-DIWPO,F,0,N,N,21,S,N,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Eletronico ,68.65,1493.2,N
5133-POWUA,M,0,N,N,1,S,N,DSL,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,45.8,45.8,N
5652-MSDEY,F,0,N,N,10,S,S,Fibra_otica,N,N,N,N,N,N,Mes-a-mes,S,Cheque_Fisico,75.75,777.3,N
7005-CCBKV,M,0,N,N,6,S,N,Fibra_otica,N,S,N,N,N,S,Mes-a-mes,S,Cheque_Eletronico ,84.4,556.35,S
1810-BOHSY,M,0,S,N,51,S,S,Fibra_otica,S,S,N,N,N,S,Anual,S,Cartao_Credito,96.4,4911.05,N
1784-BXEFA,F,0,N,N,10,S,N,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Mes-a-mes,S,Cheque_Fisico,20.55,187.35,N
7351-MHQVU,F,0,N,N,6,N,Sem_Telefone,DSL,S,S,N,S,N,S,Mes-a-mes,N,Cartao_Credito,50.95,307.6,N
9224-VTYID,M,0,S,S,47,S,S,DSL,S,S,S,S,S,S,Bi-Anual,S,Cheque_Fisico,90.5,4318.35,N
9500-IWPXQ,F,0,S,S,61,S,S,DSL,S,S,S,S,N,S,Anual,S,Cheque_Eletronico ,79.4,4820.55,N
5762-TJXGK,F,0,N,N,52,N,Sem_Telefone,DSL,S,S,S,N,S,S,Bi-Anual,S,Transferencia_bancaria,58.75,3038.55,N
4504-YOULA,F,0,S,S,35,S,S,DSL,S,S,N,N,N,N,Mes-a-mes,S,Cartao_Credito,59.45,2136.9,N
5569-IDSEY,M,0,S,N,71,S,S,Fibra_otica,N,S,S,N,S,S,Anual,S,Transferencia_bancaria,105.7,7472.15,N
4250-FDVOU,F,0,N,N,6,S,N,DSL,S,S,N,N,N,N,Mes-a-mes,N,Cheque_Eletronico ,56.25,389.1,S
7284-ZZLOH,M,0,S,N,45,S,N,DSL,S,N,S,N,N,N,Bi-Anual,N,Cartao_Credito,53.3,2296.25,N
5277-ZLOOR,F,1,N,N,2,S,S,Fibra_otica,N,N,N,N,S,N,Mes-a-mes,S,Cheque_Eletronico ,85.55,187.45,S
2141-RRYGO,F,0,N,N,4,S,N,DSL,N,S,N,N,S,S,Mes-a-mes,S,Transferencia_bancaria,68.65,261.25,S
1777-JYQPJ,M,0,N,N,2,N,Sem_Telefone,DSL,N,N,N,N,N,N,Mes-a-mes,N,Cheque_Fisico,24.3,38.45,N
6376-GAHQE,M,0,N,N,4,S,N,Fibra_otica,N,N,N,N,S,N,Mes-a-mes,N,Cheque_Eletronico ,77.85,299.2,S
3401-URHDA,M,0,N,N,51,S,S,DSL,S,N,N,S,N,N,Anual,N,Cartao_Credito,59.9,3043.6,N
1599-EAHXY,M,0,S,S,60,S,S,N,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Sem_Servico_Internet,Anual,N,Cartao_Credito,23.95,1506.4,N
